PID,Parcel Address,BUILDING TYPE,STYLE,QUALITY,QUALITY digital, YEAR BUILT,MAIN AND UPPER LIVING AREA,BASEMENT AREA,PARCEL SIZE SQ FT,PARCEL SIZE ACRES,VIEW,WATERFRONT,SALE DATE,ORIGINAL SALE AMOUNT,ADJUSTED SALE AMOUNT,ASSESSOR NH (REFERENCE NO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200083082,11614 NE 104TH ST VANCOUVER,CONVENTIONAL,2 STORY,2+,2.5,2005,2338,,6185,0.14,,,11/24/2021,"$560,000","$579,600",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200083080,10325 NE 116TH PL VANCOUVER,CONVENTIONAL,2 STORY,2+,2.5,2006,2110,,4135,0.09,,,5/25/2021,"$415,000","$473,100",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200099046,10721 NE 113TH CT VANCOUVER,CONVENTIONAL,2 STORY,2+,2.5,2006,2016,,4319,0.10,,,8/23/2021,"$500,000","$543,750",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200099006,11209 NE 107TH CIR VANCOUVER,CONVENTIONAL,2 STORY,2+,2.5,2006,2608,,5244,0.12,,,4/16/2021,"$475,000","$549,813",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200099044,10717 NE 113TH CT VANCOUVER,CONVENTIONAL,2 STORY,2+,2.5,2006,2338,,7414,0.17,,,8/6/2021,"$520,000","$565,500",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200083112,11612 NE 103RD ST VANCOUVER,CONVENTIONAL,2 STORY,2+,2.5,2007,2120,,3998,0.09,,,6/16/2021,"$445,000","$499,513",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200083116,11604 NE 103RD ST VANCOUVER,CONVENTIONAL,2 STORY,2+,2.5,2007,2120,,4053,0.09,,,5/10/2021,"$425,000","$484,500",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200099034,10804 NE 113TH CT VANCOUVER,CONVENTIONAL,2 STORY,2+,2.5,2007,2217,,4539,0.10,,,3/23/2021,"$470,000","$552,250",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200083098,11605 NE 104TH ST VANCOUVER,CONVENTIONAL,2 STORY,2+,2.5,2007,2120,,4710,0.11,,,9/20/2021,"$485,000","$518,950",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200099010,11217 NE 107TH CIR VANCOUVER,CONVENTIONAL,2 STORY,2+,2.5,2008,2058,,5233,0.12,,,2/24/2021,"$455,900","$543,661",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986042377,11324 NE 116TH CT VANCOUVER,CONVENTIONAL,2 STORY,2+,2.5,2018,1894,,3224,0.07,,,5/6/2021,"$415,000","$473,100",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986042372,11305 NE 116TH CT VANCOUVER,CONVENTIONAL,2 STORY,2+,2.5,2018,2064,,3476,0.08,,,6/25/2021,"$430,000","$482,675",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199618024,10805 NE 104TH CIR VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2007,1743,,5633,0.13,,,5/3/2021,"$423,000","$482,220",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199618042,10310 NE 108TH AVE VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2007,1743,,7179,0.16,,,12/7/2021,"$500,000","$508,750",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199618028,10813 NE 104TH CIR VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2007,1830,,7420,0.17,,,8/9/2021,"$470,000","$511,125",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986030377,11004 NE 105TH ST VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2012,2426,,4601,0.11,,,12/28/2021,"$567,000","$576,923",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986030369,10909 NE 105TH ST VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2013,2574,888,4233,0.10,,,4/26/2021,"$588,900","$681,652",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986031922,10815 NE 105TH ST VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2014,2218,,4187,0.10,,,12/16/2021,"$539,000","$548,433",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986033669,10509 NE 111TH CT VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2014,2327,,4457,0.10,,,12/21/2021,"$562,000","$571,835",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986033642,10819 NE 106TH ST VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2015,2327,,4428,0.10,,,4/21/2021,"$533,000","$616,948",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986033661,10515 NE 110TH CT VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2015,2149,,5874,0.13,,,8/18/2021,"$545,000","$592,688",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986033673,11108 NE 106TH ST VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2015,2149,,6584,0.15,,,10/29/2021,"$565,000","$594,663",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986033657,10501 NE 110TH CT VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2015,2149,,6884,0.16,,,10/13/2021,"$549,900","$578,770",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986037605,10806 NE 109TH ST VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2016,2114,,4497,0.10,,,7/14/2021,"$536,000","$592,280",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986033634,10504 NE 108TH CT VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2016,2572,888,5061,0.12,,,10/14/2021,"$695,000","$731,488",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986037618,10717 NE 109TH ST VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2016,2337,,5358,0.12,,,7/11/2021,"$545,000","$602,225",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986037618,10717 NE 109TH ST VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2016,2337,,5358,0.12,,,7/22/2021,"$545,000","$602,225",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986037624,10714 NE 107TH WAY VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2016,2589,,5489,0.13,,,11/3/2021,"$585,000","$605,475",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986037623,10718 NE 107TH WAY VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2016,2589,,5511,0.13,,,10/11/2021,"$599,900","$631,395",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986037622,10722 NE 107TH WAY VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2016,2149,,5521,0.13,,,5/18/2021,"$540,000","$615,600",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986033633,10508 NE 108TH CT VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2016,2572,888,5855,0.13,,,9/9/2021,"$695,000","$743,650",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986033632,10512 NE 108TH CT VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2016,2572,888,6098,0.14,,,7/27/2021,"$675,000","$745,875",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986037638,10702 NE 108TH CT VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2017,2149,,6498,0.15,,,12/15/2021,"$575,000","$585,063",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986037642,10719 NE 107TH WAY VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2018,2127,,5098,0.12,,,9/17/2021,"$450,000","$481,500",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055975,11018 NE 111TH ST VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2020,1844,,4145,0.10,,,1/27/2021,"$396,450","$479,705",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055974,11014 NE 111TH ST VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2020,1844,,4197,0.10,,,1/27/2021,"$394,400","$477,224",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055973,11010 NE 111TH ST VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2020,2189,,4770,0.11,,,3/1/2021,"$440,200","$517,235",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055935,10909 NE 109TH WAY VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2020,2189,,5063,0.12,,,5/18/2021,"$413,900","$471,846",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055933,10917 NE 109TH WAY VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2020,2617,,5066,0.12,,,3/22/2021,"$464,210","$545,447",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055981,11009 NE 111TH PL VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2020,2609,,5373,0.12,,,2/19/2021,"$449,825","$536,416",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055982,11005 NE 111TH PL VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2020,2205,,5406,0.12,,,6/14/2021,"$410,630","$460,932",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055959,10905 NE 111TH ST VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2020,2188,,5421,0.12,,,6/3/2021,"$421,360","$472,977",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055945,11015 NE 111TH ST VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2020,2238,,5421,0.12,,,7/26/2021,"$432,590","$478,012",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055952,10914 NE 109TH WAY VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2020,2357,,5434,0.12,,,7/19/2021,"$472,675","$522,306",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055980,11013 NE 111TH PL VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2020,2205,,5441,0.12,,,5/10/2021,"$409,885","$467,269",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055944,11012 NE 111TH PL VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2020,2189,,5465,0.13,,,6/28/2021,"$406,600","$456,409",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055965,11002 NE 110TH PL VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2020,2189,,5485,0.13,,,7/19/2021,"$438,150","$484,156",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055947,11007 NE 111TH ST VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2020,2565,,5486,0.13,,,8/25/2021,"$502,850","$546,849",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055957,11007 NE 109TH AVE VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2020,2188,,5488,0.13,,,4/14/2021,"$392,200","$453,972",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055927,11111 NE 109TH WAY VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2020,2188,,5664,0.13,,,5/14/2021,"$405,200","$461,928",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055985,10907 NE 111TH PL VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2020,2357,,5669,0.13,,,5/25/2021,"$446,150","$508,611",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055969,10916 NE 111TH ST VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2020,2741,,5746,0.13,,,8/9/2021,"$510,775","$555,468",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055932,11005 NE 109TH WAY VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2020,2937,,6026,0.14,,,6/24/2021,"$503,850","$565,572",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055968,10912 NE 111TH ST VANCOUVER,CONVENTIONAL,2 STORY,3-,2.75,2020,2937,,6502,0.15,,,2/8/2021,"$532,035","$634,452",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
